No.,Name,Type 1,Type 2,HP,Strength,Max Strength,Dexterity,Max Dexterity,Vitality,Max Vitality,Special,Max Special,Insight,Max Insight,Ability 1,Ability 2,Hidden Ability,Event Abilities,Unevolved?,Has a form?,Recommended Rank,Gender Type,Tough,Beauty,Cool,Cute,Clever,Brawl,Channel,Clash,Evasion,Alert,Athletic,Nature,Stealth,Allure,Etiquette,Intimidate,Perform
689,Joltik,Bug,Electric,3,2,4,2,4,2,4,2,4,2,4,Compound Eyes,Unnerve,Swarm,,Yes,,Starter,,,,,,,,,,,,,,,,,,
690,Galvantula,Bug,Electric,4,2,5,2,5,2,4,3,6,2,4,Compound Eyes,Unnerve,Swarm,,,,Amateur,,,,,,,,,,,,,,,,,,
691,Ferroseed,Grass,Steel,3,2,4,1,2,2,5,1,3,2,5,Iron Barbs,,,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
692,Ferrothorn,Grass,Steel,4,3,6,1,3,3,7,2,4,3,6,Iron Barbs,,Anticipation,,,,Amateur,,,,,,,,,,,,,,,,,,
693,Klink,Steel,,3,2,4,1,3,2,5,2,4,2,4,Plus,Minus,Clear Body,,Yes,,Beginner,N,,,,,,,,,,,,,,,,,
694,Klang,Steel,,4,2,5,2,4,3,6,2,5,2,5,Plus,Minus,Clear Body,,Yes,,Amateur,N,,,,,,,,,,,,,,,,,
695,Klinklang,Steel,,5,3,6,2,5,3,6,2,5,2,5,Plus,Minus,Clear Body,,,,Ace,N,,,,,,,,,,,,,,,,,
696,Tynamo,Electric,,3,2,4,1,3,2,4,2,4,1,3,Levitate,,,,Yes,,Starter,,,,,,,,,,,,,,,,,,
697,Eelektrik,Electric,,4,2,5,1,3,2,5,2,5,2,5,Levitate,,,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
698,Eelektross,Electric,,5,3,6,2,4,2,5,3,6,2,5,Levitate,,,,,,Amateur,,,,,,,,,,,,,,,,,,
699,Elgyem,Psychic,,3,2,4,1,3,2,4,2,5,2,4,Telepathy,Synchronize,Analytic,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
700,Beheeyem,Psychic,,4,2,5,1,3,2,5,3,7,3,6,Telepathy,Synchronize,Analytic,,,,Amateur,,,,,,,,,,,,,,,,,,
701,Litwick,Ghost,Fire,3,1,3,1,3,2,4,2,4,2,4,Flash Fire,Flame Body,Infiltrator,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
702,Lampent,Ghost,Fire,4,1,3,2,4,2,4,3,6,2,4,Flash Fire,Flame Body,Infiltrator,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
703,Chandelure,Ghost,Fire,5,2,4,2,4,2,5,4,8,2,5,Flash Fire,Flame Body,Infiltrator,,,,Pro,,,,,,,,,,,,,,,,,,
704,Axew,Dragon,,3,2,5,2,4,2,4,1,3,1,3,Rivalry,Mold Breaker,Unnerve,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
705,Fraxure,Dragon,,4,3,6,2,4,2,5,1,3,2,4,Rivalry,Mold Breaker,Unnerve,,Yes,,Ace,,,,,,,,,,,,,,,,,,
706,Haxorus,Dragon,,5,4,8,3,6,2,5,2,4,2,5,Rivalry,Mold Breaker,Unnerve,,,,Pro,,,,,,,,,,,,,,,,,,
707,Cubchoo,Ice,,3,2,5,1,3,1,3,2,4,1,3,Snow Cloak,Slush Rush,Rattled,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
708,Beartic,Ice,,4,3,6,2,4,2,5,2,5,2,5,Snow Cloak,Slush Rush,Swift Swim,,,,Ace,,,,,,,,,,,,,,,,,,
709,Cryogonal,Ice,,4,2,4,3,6,1,3,3,6,3,7,Levitate,,,,,,Starter,N,,,,,,,,,,,,,,,,,
710,Shelmet,Bug,,3,1,3,1,3,2,5,1,3,2,4,Hydration,Shell Armor,Overcoat,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
711,Accelgor,Bug,,4,2,5,4,8,1,3,3,6,2,4,Hydration,Sticky Hold,Unburden,,,,Amateur,,,,,,,,,,,,,,,,,,
712,Stunfisk,Ground,Electric,5,2,4,1,3,2,5,2,5,3,6,Static,Limber,Sand Veil,,,Yes,Beginner,,,,,,,,,,,,,,,,,,
713,Galarian Stunfisk,Ground,Steel,4,2,5,1,3,3,6,2,4,2,5,Mimicry,,,,,,Beginner,,,,,,,,,,,,,,,,,,
714,Mienfoo,Fighting,,3,2,5,2,4,2,4,2,4,2,4,Inner Focus,Regenerator,Reckless,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
715,Mienshao,Fighting,,4,3,7,3,6,2,4,3,6,2,4,Inner Focus,Regenerator,Reckless,,,,Amateur,,,,,,,,,,,,,,,,,,
716,Druddigon,Dragon,,4,3,7,2,5,2,4,2,4,2,5,Rough Skin,Sheer Force,Mold Breaker,,,,Pro,,,,,,,,,,,,,,,,,,
717,Golett,Ground,Ghost,3,2,5,1,3,2,4,1,3,2,5,Iron Fist,Klutz,No Guard,,Yes,,Amateur,N,,,,,,,,,,,,,,,,,
718,Golurk,Ground,Ghost,4,3,7,2,4,2,5,2,4,2,5,Iron Fist,Klutz,No Guard,,,,Pro,N,,,,,,,,,,,,,,,,,
719,Pawniard,Dark,Steel,3,2,5,2,4,2,5,1,3,1,3,Defiant,Inner Focus,Pressure,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
720,Bisharp,Dark,Steel,4,3,7,2,5,3,6,2,4,2,5,Defiant,Inner Focus,Pressure,,,Yes,Ace,,,,,,,,,,,,,,,,,,
721,Bouffalant,Normal,,4,3,6,2,4,3,6,1,3,3,6,Reckless,Sap Sipper,Soundproof,,,,Amateur,,,,,,,,,,,,,,,,,,
722,Rufflet,Normal,Flying,3,2,5,2,4,2,4,1,3,2,4,Keen Eye,Sheer Force,Hustle,,Yes,,Amateur,M,,,,,,,,,,,,,,,,,
723,Braviary,Normal,Flying,5,3,7,2,5,2,5,2,4,2,5,Keen Eye,Sheer Force,Defiant,,,,Ace,M,,,,,,,,,,,,,,,,,
724,Vullaby,Dark,Flying,3,2,4,2,4,2,5,2,4,2,5,Big Pecks,Overcoat,Weak Armor,,Yes,,Beginner,F,,,,,,,,,,,,,,,,,
725,Mandibuzz,Dark,Flying,5,2,4,2,5,3,6,2,4,3,6,Big Pecks,Overcoat,Weak Armor,,,,Amateur,F,,,,,,,,,,,,,,,,,
726,Heatmor,Fire,,4,3,6,2,5,2,4,3,6,2,4,Gluttony,Flash Fire,White Smoke,,,,Amateur,,,,,,,,,,,,,,,,,,
727,Durant,Bug,Steel,4,3,6,3,6,3,6,2,4,2,4,Swarm,Hustle,Truant,,,,Amateur,,,,,,,,,,,,,,,,,,
728,Deino,Dark,Dragon,3,2,4,1,3,2,4,2,4,2,4,Hustle,,,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
729,Zweilous,Dark,Dragon,4,2,5,2,4,2,5,2,4,2,5,Hustle,,,,Yes,,Ace,,,,,,,,,,,,,,,,,,
730,Hydreigon,Dark,Dragon,5,3,6,3,6,2,5,3,7,2,4,Levitate,,,,,Yes,Pro,,,,,,,,,,,,,,,,,,
731,Larvesta,Bug,Fire,3,2,5,2,4,2,4,2,4,2,4,Flame Body,,Swarm,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
732,Volcarona,Bug,Fire,4,2,4,3,6,2,4,3,7,3,6,Flame Body,,Swarm,,,,Ace,,,,,,,,,,,,,,,,,,
733,Cobalion,Steel,Fighting,4,5,5,6,6,7,7,5,5,5,5,Justified,,,,,,Master,N,,,,,,,,,,,,,,,,,
734,Terrakion,Rock,Fighting,4,7,7,6,6,5,5,5,5,5,5,Justified,,,,,,Master,N,,,,,,,,,,,,,,,,,
735,Virizion,Grass,Fighting,4,5,5,6,6,5,5,7,7,5,5,Justified,,,,,,Master,N,,,,,,,,,,,,,,,,,
736,Tornadus,Flying,,4,6,6,6,6,5,5,7,7,5,5,Prankster,,Defiant,,,Yes,Master,M,,,,,,,,,,,,,,,,,
737,Form Tornadus,Flying,,4,6,6,7,7,5,5,6,6,5,5,Regenerator,,,,,,Master,M,,,,,,,,,,,,,,,,,
738,Thundurus,Electric,Flying,4,6,6,6,6,5,5,7,7,5,5,Prankster,,Defiant,,,Yes,Master,M,,,,,,,,,,,,,,,,,
739,Form Thundurus,Electric,Flying,4,6,6,6,6,5,5,8,8,5,5,Prankster,,Defiant,,,,Master,M,,,,,,,,,,,,,,,,,
740,Reshiram,Dragon,Fire,5,7,7,5,5,6,6,8,8,7,7,Turboblaze,,,,,,Master,N,,,,,,,,,,,,,,,,,
741,Zekrom,Dragon,Electric,5,8,8,5,5,7,7,7,7,6,6,Teravolt,,,,,,Master,N,,,,,,,,,,,,,,,,,
742,Landorus,Ground,Flying,4,7,7,6,6,5,5,6,6,5,5,Sand Force,,Sheer Force,,,Yes,Master,M,,,,,,,,,,,,,,,,,
743,Form Landorus,Ground,Flying,4,8,8,5,5,5,5,6,6,5,5,Sand Force,,Sheer Force,,,,Master,M,,,,,,,,,,,,,,,,,
744,Kyurem,Dragon,Ice,6,7,7,6,6,5,5,7,7,5,5,Pressure,,,,,,Master,N,,,,,,,,,,,,,,,,,
745,Black Kyurem,Dragon,Ice,6,9,9,6,6,6,6,7,7,5,5,Pressure,,,,,,Master,N,,,,,,,,,,,,,,,,,
746,White Kyurem,Dragon,Ice,6,7,7,6,6,5,5,9,9,6,6,Pressure,,,,,,Master,N,,,,,,,,,,,,,,,,,
747,Keldeo,Water,Fighting,4,5,5,6,6,5,5,7,7,5,5,Justified,,,,,,Master,N,,,,,,,,,,,,,,,,,
748,Form Keldeo,Water,Fighting,4,6,6,6,6,6,6,7,7,5,5,Justified,,,,,,Master,N,,,,,,,,,,,,,,,,,
749,Meloetta,Normal,Psychic,5,5,5,5,5,5,5,7,7,7,7,Serene Grace,,,,,Yes,Master,N,,,,,,,,,,,,,,,,,
750,Form Meloetta,Normal,Fighting,5,7,7,7,7,5,5,5,5,5,5,Serene Grace,,,,,,Master,N,,,,,,,,,,,,,,,,,
751,Genesect,Bug,Steel,4,7,7,6,6,6,6,7,7,6,6,Download,,,,,,Master,N,,,,,,,,,,,,,,,,,
752,Chespin,Grass,,3,2,4,1,3,2,4,2,4,2,4,Overgrow,,Bulletproof,,Yes,,Starter,,,,,,,,,,,,,,,,,,
753,Quilladin,Grass,,4,2,5,2,4,3,6,2,4,2,4,Overgrow,,Bulletproof,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
754,Chesnaught,Grass,Fighting,5,3,6,2,4,3,7,2,5,2,5,Overgrow,,Bulletproof,,,,Ace,,,,,,,,,,,,,,,,,,
755,Fennekin,Fire,,3,2,4,2,4,1,3,2,4,2,4,Blaze,,Magician,,Yes,,Starter,,,,,,,,,,,,,,,,,,
756,Braixen,Fire,,4,2,4,2,5,2,4,2,5,2,5,Blaze,,Magician,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
757,Delphox,Fire,Psychic,5,2,5,3,6,2,5,3,6,3,6,Blaze,,Magician,,,,Ace,,,,,,,,,,,,,,,,,,
758,Froakie,Water,,3,2,4,2,5,1,3,2,4,1,3,Torrent,,Protean,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
759,Frogadier,Water,,4,2,4,3,6,2,4,2,5,2,4,Torrent,,Protean,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
760,Greninja,Water,Dark,5,3,6,3,7,2,4,3,6,2,5,Torrent,,Protean,Battle Bond,,Yes,Ace,,,,,,,,,,,,,,,,,,
761,BBF Greninja,Water,Dark,5,3,6,3,7,2,4,3,6,2,5,Torrent,,Protean,Battle Bond,,Yes,Ace,,,,,,,,,,,,,,,,,,
762,Bunnelby,Normal,,3,1,3,2,4,1,3,1,3,1,3,Pickup,Cheek Pouch,Huge Power,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
763,Diggersby,Normal,Ground,4,2,4,2,5,2,5,2,4,2,5,Pickup,Cheek Pouch,Huge Power,,,,Amateur,,,,,,,,,,,,,,,,,,
764,Fletchling,Normal,Flying,3,2,4,2,4,1,3,1,3,1,3,Big Pecks,,Gale Wings,,Yes,,Starter,,,,,,,,,,,,,,,,,,
765,Fletchinder,Fire,Flying,4,2,5,2,5,2,4,2,4,2,4,Flame Body,,Gale Wings,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
766,Talonflame,Fire,Flying,5,2,5,3,7,2,5,2,5,2,4,Flame Body,,Gale Wings,,,,Amateur,,,,,,,,,,,,,,,,,,
767,Scatterbug,Bug,,3,1,3,1,3,1,3,1,3,1,3,Shield Dust,Compound Eyes,Friend Guard,,Yes,,Starter,,,,,,,,,,,,,,,,,,
768,Spewpa,Bug,,4,1,3,1,3,2,4,1,3,1,3,Shed Skin,,Friend Guard,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
769,Vivillon,Bug,Flying,5,2,4,2,5,2,4,2,5,2,4,Shield Dust,Compound Eyes,Friend Guard,,,,Amateur,,,,,,,,,,,,,,,,,,
770,Litleo,Fire,Normal,3,2,4,2,5,2,4,2,5,2,4,Rivalry,Unnerve,Moxie,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
771,Pyroar,Fire,Normal,5,2,4,3,6,2,5,3,6,2,4,Rivalry,Unnerve,Moxie,,,,Ace,,,,,,,,,,,,,,,,,,
772,Flabebe,Fairy,,3,1,3,1,3,1,3,2,4,2,5,Flower Veil,,Symbiosis,,Yes,,Starter,F,,,,,,,,,,,,,,,,,
773,Floette,Fairy,,4,2,4,2,4,2,4,2,5,3,6,Flower Veil,,Symbiosis,,Yes,,Beginner,F,,,,,,,,,,,,,,,,,
774,Florges,Fairy,,5,2,4,2,5,2,4,3,6,3,7,Flower Veil,,Symbiosis,,,,Amateur,F,,,,,,,,,,,,,,,,,
775,Skiddo,Grass,,3,2,4,2,4,2,4,2,4,2,4,Sap Sipper,,Grass Pelt,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
776,Gogoat,Grass,,6,3,6,2,4,2,4,2,5,2,4,Sap Sipper,,Grass Pelt,,,,Amateur,,,,,,,,,,,,,,,,,,
777,Pancham,Fighting,,3,2,5,1,3,2,4,2,4,2,4,Iron Fist,Mold Breaker,Scrappy,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
778,Pangoro,Fighting,Dark,5,3,7,2,4,2,5,2,4,2,5,Iron Fist,Mold Breaker,Scrappy,,,,Ace,,,,,,,,,,,,,,,,,,
779,Furfrou,Normal,,4,2,5,3,6,2,4,2,4,2,5,Fur Coat,,,,,,Amateur,,,,,,,,,,,,,,,,,,
780,Espurr,Psychic,,3,2,4,2,4,2,4,2,4,2,4,Keen Eye,Infiltrator,Own Tempo,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
781,Meowstic,Psychic,,4,2,4,3,6,2,5,2,5,2,5,Keen Eye,Infiltrator,Prankster,,,,Amateur,,,,,,,,,,,,,,,,,,
782,Honedge,Steel,Ghost,3,2,5,1,3,3,6,1,3,1,3,No Guard,,,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
783,Doublade,Steel,Ghost,4,3,6,1,3,4,8,2,4,2,4,No Guard,,,,Yes,,Ace,,,,,,,,,,,,,,,,,,
784,Aegislash,Steel,Ghost,5,2,4,1,3,4,8,2,4,4,8,Stance Change,,,,,Yes,Pro,,,,,,,,,,,,,,,,,,
785,Form Aegislash,Steel,Ghost,5,4,8,1,3,2,4,4,8,2,4,Stance Change,,,,,,Pro,,,,,,,,,,,,,,,,,,
786,Spritzee,Fairy,,3,2,4,1,3,2,4,2,4,2,4,Healer,,Aroma Veil,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
787,Aromatisse,Fairy,,5,2,5,1,3,2,5,3,6,2,5,Healer,,Aroma Veil,,,,Amateur,,,,,,,,,,,,,,,,,,
788,Swirlix,Fairy,,3,2,4,2,4,2,4,2,4,2,4,Sweet Veil,,Unburden,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
789,Slurpuff,Fairy,,4,2,5,2,5,2,5,2,5,2,5,Sweet Veil,,Unburden,,,,Amateur,,,,,,,,,,,,,,,,,,
790,Inkay,Dark,Psychic,3,2,4,2,4,2,4,1,3,2,4,Contrary,Suction Cups,Infiltrator,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
791,Malamar,Dark,Psychic,4,2,5,2,5,2,5,2,4,2,5,Contrary,Suction Cups,Infiltrator,,,,Amateur,,,,,,,,,,,,,,,,,,
792,Binacle,Rock,Water,3,2,4,2,4,2,4,1,3,2,4,Sniper,Tough Claws,Pickpocket,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
793,Barbaracle,Rock,Water,4,3,6,2,4,3,6,2,4,2,5,Sniper,Tough Claws,Pickpocket,,,,Amateur,,,,,,,,,,,,,,,,,,
794,Skrelp,Poison,Water,3,2,4,1,3,2,4,2,4,2,4,Poison Point,Poison Touch,Adaptability,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
795,Dragalge,Poison,Dragon,6,2,5,2,4,2,5,3,6,3,7,Poison Point,Poison Touch,Adaptability,,,,Pro,,,,,,,,,,,,,,,,,,
796,Clauncher,Water,,3,2,4,1,3,2,4,2,4,2,4,Mega Launcher,,,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
797,Clawitzer,Water,,4,2,5,2,4,2,5,3,7,2,5,Mega Launcher,,,,,,Amateur,,,,,,,,,,,,,,,,,,
798,Helioptile,Electric,Normal,3,1,3,2,5,1,3,2,4,1,3,Dry Skin,Sand Veil,Solar Power,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
799,Heliolisk,Electric,Normal,4,2,4,3,6,2,4,3,6,2,5,Dry Skin,Sand Veil,Solar Power,,,,Amateur,,,,,,,,,,,,,,,,,,
800,Tyrunt,Rock,Dragon,3,2,5,2,4,2,5,2,4,2,4,Strong Jaw,,Sturdy,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
801,Tyrantrum,Rock,Dragon,4,3,7,2,5,3,7,2,4,2,4,Strong Jaw,,Rock Head,,,,Master,,,,,,,,,,,,,,,,,,
802,Amaura,Rock,Ice,3,2,4,2,4,2,4,2,4,2,4,Refrigerate,,Snow Warning,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
803,Aurorus,Rock,Ice,6,2,5,2,4,2,5,3,6,2,5,Refrigerate,,Snow Warning,,,,Ace,,,,,,,,,,,,,,,,,,
804,Sylveon,Fairy,,4,2,4,2,4,2,4,3,6,3,7,Cute Charm,,Pixilate,,,,Amateur,,,,,,,,,,,,,,,,,,
805,Hawlucha,Fighting,Flying,4,2,5,3,6,2,5,2,5,2,4,Limber,Unburden,Mold Breaker,,,,Amateur,,,,,,,,,,,,,,,,,,
806,Dedenne,Electric,Fairy,4,2,4,3,6,2,4,2,5,2,4,Cheek Pouch,Pickup,Plus,,,,Starter,,,,,,,,,,,,,,,,,,
807,Carbink,Rock,Fairy,4,2,4,2,4,3,7,2,4,3,7,Clear Body,,Sturdy,,,,Starter,N,,,,,,,,,,,,,,,,,
808,Goomy,Dragon,,3,2,4,1,3,1,3,2,4,2,5,Sap Sipper,Hydration,Gooey,,Yes,,Starter,,,,,,,,,,,,,,,,,,
809,Sliggoo,Dragon,,4,2,5,2,4,2,4,2,5,3,6,Sap Sipper,Hydration,Gooey,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
810,Goodra,Dragon,,5,3,6,2,5,2,5,3,6,3,7,Sap Sipper,Hydration,Gooey,,,,Amateur,,,,,,,,,,,,,,,,,,
811,Klefki,Steel,Fairy,4,2,5,2,5,2,5,2,5,2,5,Prankster,,Magician,,,,Amateur,,,,,,,,,,,,,,,,,,
812,Phantump,Ghost,Grass,3,2,5,1,3,2,4,2,4,2,4,Natural Cure,Frisk,Harvest,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
813,Trevenant,Ghost,Grass,5,3,6,2,4,2,5,2,4,2,5,Natural Cure,Frisk,Harvest,,,,Pro,,,,,,,,,,,,,,,,,,
814,Pumpkaboo,Ghost,Grass,3,2,4,2,4,2,5,2,4,2,4,Pickup,Frisk,Insomnia,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
815,Gourgeist,Ghost,Grass,4,2,5,2,5,3,7,2,4,2,5,Pickup,Frisk,Insomnia,,,,Amateur,,,,,,,,,,,,,,,,,,
816,Bergmite,Ice,,3,2,4,1,3,2,5,1,3,1,3,Own Tempo,Ice Body,Sturdy,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
817,Avalugg,Ice,,4,3,6,1,3,4,9,1,3,1,3,Own Tempo,Ice Body,Sturdy,,,,Ace,,,,,,,,,,,,,,,,,,
818,Noibat,Flying,Dragon,3,1,3,2,4,1,3,2,4,1,3,Frisk,Infiltrator,Telepathy,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
819,Noivern,Flying,Dragon,4,2,5,3,7,2,5,3,6,2,5,Frisk,Infiltrator,Telepathy,,,,Pro,,,,,,,,,,,,,,,,,,
820,Xerneas,Fairy,,6,7,7,6,6,6,6,7,7,6,6,Fairy Aura,,,,,,Master,N,,,,,,,,,,,,,,,,,
821,Yveltal,Dark,Flying,8,7,7,6,6,6,6,7,7,6,6,Dark Aura,,,,,,Master,N,,,,,,,,,,,,,,,,,
822,Zygarde Cell,Dragon,Ground,1,1,1,1,1,1,1,1,1,1,1,Power Construct,,,,,Yes,Starter,N,,,,,,,,,,,,,,,,,
823,Zygarde 10%,Dragon,Ground,4,6,6,6,6,5,5,4,4,5,5,Aura Break,Power Construct,,,,,Pro,N,,,,,,,,,,,,,,,,,
824,Zygarde 50%,Dragon,Ground,5,6,6,6,6,7,7,5,5,6,6,Aura Break,Power Construct,,,,,Master,N,,,,,,,,,,,,,,,,,
825,Zygarde 100%,Dragon,Ground,11,6,6,5,5,7,7,5,5,6,6,Aura Break,,,,,,Master,N,,,,,,,,,,,,,,,,,
826,Diancie,Rock,Fairy,4,6,6,4,4,8,8,6,6,8,8,Clear Body,,,,,,Pro,N,,,,,,,,,,,,,,,,,
827,Mega-Diancie,Rock,Fairy,5,8,8,6,6,6,6,8,8,6,6,Magic Bounce,,,,,,Pro,N,,,,,,,,,,,,,,,,,
828,Hoopa,Psychic,Ghost,4,6,6,5,5,4,4,8,8,7,7,Magician,,,,,Yes,Pro,N,,,,,,,,,,,,,,,,,
829,Hoopa Unbound,Psychic,Dark,7,8,8,5,5,4,4,9,9,7,7,Magician,,,,,,Master,N,,,,,,,,,,,,,,,,,
830,Volcanion,Fire,Water,4,6,6,5,5,7,7,7,7,5,5,Water Absorb,,,,,,Pro,N,,,,,,,,,,,,,,,,,
831,Rowlet,Grass,Flying,3,2,4,1,3,2,4,2,4,2,4,Overgrow,,Long Reach,,Yes,,Starter,,,,,,,,,,,,,,,,,,
832,Dartrix,Grass,Flying,4,2,5,2,4,2,5,2,5,2,5,Overgrow,,Long Reach,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
833,Decidueye,Grass,Ghost,5,3,6,2,5,2,5,3,6,3,6,Overgrow,,Long Reach,,,,Ace,,,,,,,,,,,,,,,,,,
834,Litten,Fire,,3,2,4,2,5,1,3,2,4,1,3,Blaze,,Intimidate,,Yes,,Starter,,,,,,,,,,,,,,,,,,
835,Torracat,Fire,,4,2,5,2,5,2,4,2,5,2,4,Blaze,,Intimidate,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
836,Incineroar,Fire,Dark,6,3,7,2,4,2,5,2,5,2,5,Blaze,,Intimidate,,,,Ace,,,,,,,,,,,,,,,,,,
837,Popplio,Water,,3,2,4,1,3,2,4,2,4,2,4,Torrent,,Liquid Voice,,Yes,,Starter,,,,,,,,,,,,,,,,,,
838,Brionne,Water,,4,2,4,2,4,2,4,2,5,2,5,Torrent,,Liquid Voice,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
839,Primarina,Water,Fairy,5,2,5,2,4,2,5,3,7,3,6,Torrent,,Liquid Voice,,,,Ace,,,,,,,,,,,,,,,,,,
840,Pikipek,Normal,Flying,3,2,5,2,4,1,3,1,3,1,3,Keen Eye,Skill Link,Pickup,,Yes,,Starter,,,,,,,,,,,,,,,,,,
841,Trumbeak,Normal,Flying,4,2,5,2,5,2,4,1,3,2,4,Keen Eye,Skill Link,Pickup,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
842,Toucannon,Normal,Flying,5,3,7,2,4,2,5,2,5,2,5,Keen Eye,Skill Link,Sheer Force,,,,Amateur,,,,,,,,,,,,,,,,,,
843,Yungoos,Normal,,3,2,5,2,4,1,3,1,3,1,3,Stakeout,Strong Jaw,Adaptability,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
844,Gumshoos,Normal,,4,3,6,2,4,2,4,2,4,2,4,Stakeout,Strong Jaw,Adaptability,,,,Amateur,,,,,,,,,,,,,,,,,,
845,Grubbin,Bug,,3,2,4,2,4,2,4,2,4,2,4,Swarm,,,,Yes,,Starter,,,,,,,,,,,,,,,,,,
846,Charjabug,Bug,Electric,4,2,5,1,3,3,6,2,4,2,5,Battery,,,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
847,Vikavolt,Bug,Electric,5,2,5,1,3,2,5,4,8,2,5,Levitate,,,,,,Amateur,,,,,,,,,,,,,,,,,,
848,Crabrawler,Fighting,,3,2,5,2,4,2,4,1,3,2,4,Hyper Cutter,Iron Fist,Anger Point,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
849,Crabominable,Fighting,Ice,4,3,7,2,4,2,5,2,4,2,4,Hyper Cutter,Iron Fist,Anger Point,,,,Ace,,,,,,,,,,,,,,,,,,
850,Oricorio Fire,Fire,Flying,4,2,5,3,6,2,5,3,6,2,5,Dancer,,,,,Yes,Beginner,,,,,,,,,,,,,,,,,,
851,Oricorio Electric,Electric,Flying,4,2,5,3,6,2,5,3,6,2,5,Dancer,,,,,Yes,Beginner,,,,,,,,,,,,,,,,,,
852,Oricorio Psychic,Psychic,Flying,4,2,5,3,6,2,5,3,6,2,5,Dancer,,,,,Yes,Beginner,,,,,,,,,,,,,,,,,,
853,Oricorio Ghost,Ghost,Flying,4,2,5,3,6,2,5,3,6,2,5,Dancer,,,,,Yes,Beginner,,,,,,,,,,,,,,,,,,
854,Cutiefly,Bug,Fairy,3,2,4,2,5,1,3,2,4,1,3,Honey Gather,Shield Dust,Sweet Veil,,Yes,,Starter,,,,,,,,,,,,,,,,,,
855,Ribombee,Bug,Fairy,4,2,4,3,7,2,4,3,6,2,5,Honey Gather,Shield Dust,Sweet Veil,,,,Beginner,,,,,,,,,,,,,,,,,,
856,Rockruff,Rock,,3,2,4,2,4,1,3,1,3,1,3,Keen Eye,Vital Spirit,Steadfast,Own Tempo,Yes,,Beginner,,,,,,,,,,,,,,,,,,
857,Lycanroc Midday,Rock,,4,3,6,3,6,2,4,2,4,2,4,Keen Eye,Sand Rush,Steadfast,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
858,Lycanroc Dusk,Rock,,4,3,6,3,6,2,4,2,4,2,4,Keen Eye,Sand Rush,Steadfast,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
859,Lycanroc Midnight,Rock,,4,3,6,2,5,2,5,2,4,2,5,Keen Eye,Sand Rush,Steadfast,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
860,Wishiwashi,Water,,4,1,3,2,4,1,3,1,3,1,3,Schooling,,,,,Yes,Starter,,,,,,,,,,,,,,,,,,
861,Wishiwashi Swarm,Water,,8,3,7,1,3,3,7,3,7,3,7,Schooling,,,,,,Pro,,,,,,,,,,,,,,,,,,
862,Mareanie,Poison,Water,3,2,4,2,4,2,4,1,3,2,4,Merciless,Limber,Regenerator,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
